Author,Date,Location,Text
chavespazlegal,2020-03-12 16:31:29,Canada,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
JenniferHlusko,2020-03-12 16:30:55,Ontario,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
ckeewm,2020-03-12 16:30:41,Toronto Ontario,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
RENERIVERA59,2020-03-12 16:30:30,NAN,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
connie_walker,2020-03-12 16:30:28,Toronto ON,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
amymillan,2020-03-12 16:29:56,Stars Broken social scene Highlonesome,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
FPOnTheDL,2020-03-12 16:29:44,Qubec City Canada,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
f800gecko,2020-03-12 16:29:27,Toronto,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
harehunterfield,2020-03-12 16:29:20,Cambridge MA USA,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
danielprudkov,2020-03-12 16:28:55,Montral Qubec,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
mildseven513,2020-03-12 16:28:34,NAN,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
susancbcquebec,2020-03-12 16:28:25,Qubec Qubec Canada,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
HeidaryNadia,2020-03-12 16:27:58,Canada Toronto,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
ktdevereaux,2020-03-12 16:27:58,NAN,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
whatifivy,2020-03-13 00:50:27,Nowhere,RT She got a 27 cuz she be on tour and one of the top artist in the world Yall got a 26 cuz yall smoke weed all d
netminnow,2020-03-13 00:50:27,,RT annex1001 TheRachelFisher I am in Montreal now and out of all the countries i have lived in France US UK and
ReBelleSimone,2020-03-13 00:50:27,"Abidjan, Cote d’Ivoire",RT She got a 27 cuz she be on tour and one of the top artist in the world Yall got a 26 cuz yall smoke weed all d
JoFouasse,2020-03-13 00:50:27,"St-Malo,Mb.",RT Following Hockey Canadas decision to cancel all Hockey Canadasanctioned activities due to concerns over COVID19
AndreaKerr_,2020-03-13 00:50:28,Great White North,RT Terrible People need to be more community minded Covid19 cdnpoli coronavirus
BCWildfireWkly,2020-03-12 16:27:58,British Columbia Canada,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
marcelmtl,2020-03-12 16:27:48,Montreal Qubec Canada,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
sophiaphotos,2020-03-12 16:27:34,Vancouver British Columbia,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
LajXavier,2020-03-12 16:27:00,NAN,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
Embraxtalm,2020-03-12 16:26:47,Toronto Ontario,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
jacksuttipong69,2020-03-12 16:26:45,Bangkok Thailand,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
Lauchlin,2020-03-12 16:26:37,Montral Qubec,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
PamPetrakos,2020-03-12 16:26:13,LavalQuebecCanada,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
jfmezei,2020-03-12 16:25:24,Montreal Canada,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people
